dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1509908400,2017-11-05 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,16.89,16.1,15.6,18.3,1006,,,96,4.1,200,0.35,,,,90,211,Thunderstorm,proximity thunderstorm,11d
1509908400,2017-11-05 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,16.89,16.1,15.6,18.3,1006,,,96,4.1,200,0.35,,,,90,500,Rain,light rain,10d
1509908400,2017-11-05 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,16.89,16.1,15.6,18.3,1006,,,96,4.1,200,0.35,,,,90,701,Mist,mist,50d
1509912000,2017-11-05 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,16.4,16.13,15.6,17.59,1006,,,96,3.1,210,3.05,,,,90,501,Rain,moderate rain,10d
1509912000,2017-11-05 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,16.4,16.13,15.6,17.59,1006,,,96,3.1,210,3.05,,,,90,701,Mist,mist,50d
1509915600,2017-11-05 21:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,16.08,15.58,15,17.49,1006,,,100,3.6,230,0.8,4.45,,,90,500,Rain,light rain,10d
1509919200,2017-11-05 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,15.52,14.81,15,16.54,1005,,,100,3.6,230,0.8,,,,90,500,Rain,light rain,10d
1509922800,2017-11-05 23:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,14.65,12.7,11.8,16.1,1007,,,96,4.6,290,0.4,,,,90,500,Rain,light rain,10n
1509926400,2017-11-06 00:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,13.62,9.71,10.6,16,1008,,,93,6.7,260,,,,,90,804,Clouds,overcast clouds,04n
1509930000,2017-11-06 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,12.64,10.75,10,14.5,1008,,,96,3.6,270,,,,,90,804,Clouds,overcast clouds,04n
1509933600,2017-11-06 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,12.05,8.96,10.46,13.3,1009,,,89,4.6,280,,,,,90,804,Clouds,overcast clouds,04n
1509937200,2017-11-06 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,10.67,6.45,7.8,12.4,1011,,,89,5.7,290,,,,,90,804,Clouds,overcast clouds,04n
1509940800,2017-11-06 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,9.28,4.61,7.7,11.6,1011,,,86,5.7,300,,,,,90,804,Clouds,overcast clouds,04n
1509944400,2017-11-06 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.79,4.01,7.5,10,1012,,,86,5.7,310,,,,,75,803,Clouds,broken clouds,04n
1509948000,2017-11-06 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.39,3.17,7.3,9.27,1012,,,86,6.2,320,,,,,90,804,Clouds,overcast clouds,04n
1509951600,2017-11-06 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.54,5.49,7.3,9.4,1013,,,85,3.1,300,,,,,90,804,Clouds,overcast clouds,04n
1509955200,2017-11-06 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.46,3.88,7.2,9.21,1014,,,82,5.1,310,,,,,90,804,Clouds,overcast clouds,04n
1509958800,2017-11-06 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.22,4.29,7,9,1015,,,82,4.1,310,,,,,90,804,Clouds,overcast clouds,04n
1509962400,2017-11-06 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.03,4.41,6.7,9,1016,,,82,3.6,290,,,,,90,804,Clouds,overcast clouds,04n
1509966000,2017-11-06 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.1,3.8,6,9,1017,,,82,4.6,320,,,,,90,804,Clouds,overcast clouds,04n
1509969600,2017-11-06 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.56,2.81,5,9,1018,,,72,4.6,320,,,,,40,802,Clouds,scattered clouds,03n
1509973200,2017-11-06 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,6.94,2.98,4,8.4,1019,,,78,3.6,330,,,,,20,801,Clouds,few clouds,02d
1509976800,2017-11-06 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,6.7,1.94,4,8.1,1021,,,76,4.6,330,,,,,75,803,Clouds,broken clouds,04d
1509980400,2017-11-06 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,6.42,1.48,5.6,7.28,1022,,,72,4.6,330,,,,,90,804,Clouds,overcast clouds,04d
1509984000,2017-11-06 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,6.63,0.45,5,8,1022,,,67,6.2,320,,,,,90,804,Clouds,overcast clouds,04d
1509987600,2017-11-06 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.26,2.06,5,8.3,1022,,,60,4.6,350,,,,,75,803,Clouds,broken clouds,04d
1509991200,2017-11-06 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.53,1.98,6.7,8.3,1022,,,59,5.1,360,,,,,20,801,Clouds,few clouds,02d
1509994800,2017-11-06 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.74,2.15,7,8.45,1023,,,57,5.1,300,,,,,20,801,Clouds,few clouds,02d
1509998400,2017-11-06 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.52,3.3,6.1,8.3,1023,,,57,3.1,300,,,,,1,800,Clear,sky is clear,01d
1510002000,2017-11-06 21:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.54,3.32,6.6,8.3,1024,,,57,3.1,300,,,,,40,802,Clouds,scattered clouds,03d
1510005600,2017-11-06 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,6.43,2.83,4.4,7.2,1024,,,59,2.1,320,,,,,1,800,Clear,sky is clear,01d
1510009200,2017-11-06 23:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,5.28,2.11,2.2,6.3,1024,,,64,1.5,10,,,,,40,802,Clouds,scattered clouds,03n
1510012800,2017-11-07 00:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,3.62,0.71,1,6.1,1024,,,88,1.72,21,,,,,1,800,Clear,sky is clear,01n
1510016400,2017-11-07 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,2.83,-0.33,0.3,6,1025,,,91,2.01,23,,,,,1,800,Clear,sky is clear,01n
1510020000,2017-11-07 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,3.58,0.06,0.4,6,1025,,,75,2.1,10,,,,,1,800,Clear,sky is clear,01n
1510023600,2017-11-07 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,2.99,-0.53,0,5,1025,,,78,2.1,20,,,,,1,800,Clear,sky is clear,01n
1510027200,2017-11-07 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,3.26,-0.14,1,5.1,1025,,,75,1.87,49,,,,,20,801,Clouds,few clouds,02n
1510030800,2017-11-07 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,2.92,-0.12,0.9,5,1025,,,81,1.5,360,,,,,1,800,Clear,sky is clear,01n
1510034400,2017-11-07 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,3.44,0.06,1.5,5,1025,,,81,2.1,20,,,,,75,803,Clouds,broken clouds,04n
1510038000,2017-11-07 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,3.93,1.04,2.8,5,1025,,,81,1.5,10,,,,,90,804,Clouds,overcast clouds,04n
1510041600,2017-11-07 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,3.72,0.03,1.2,5,1025,,,81,2.6,10,,,,,90,804,Clouds,overcast clouds,04n
1510045200,2017-11-07 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,3.88,0.82,2,5.1,1025,,,75,1.5,30,,,,,75,803,Clouds,broken clouds,04n
1510048800,2017-11-07 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,3.4,0.35,1.5,5,1025,,,78,1.5,350,,,,,75,803,Clouds,broken clouds,04n
1510052400,2017-11-07 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,3.41,0.3,1.3,4.5,1025,,,81,1.7,48,,,,,90,804,Clouds,overcast clouds,04n
1510056000,2017-11-07 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,2.8,-0.67,1,4.06,1025,,,81,2.1,20,,,,,75,803,Clouds,broken clouds,04n
1510059600,2017-11-07 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,2.52,-1.34,1,4,1025,,,81,2.6,360,,,,,1,800,Clear,sky is clear,01d
1510063200,2017-11-07 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,4.74,0.17,2,6,1026,,,69,3.6,360,,,,,20,801,Clouds,few clouds,02d
1510066800,2017-11-07 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,5.8,0.43,4,7,1026,,,61,4.6,20,,,,,90,804,Clouds,overcast clouds,04d
1510070400,2017-11-07 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.29,3.39,6,8.3,1026,,,57,2.6,30,,,,,1,800,Clear,sky is clear,01d
1510074000,2017-11-07 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.33,4.11,7,9.4,1025,,,49,2.85,29,,,,,1,800,Clear,sky is clear,01d
1510077600,2017-11-07 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.86,4.23,7,10,1024,,,41,3.1,70,,,,,1,800,Clear,sky is clear,01d
1510081200,2017-11-07 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,9.01,4.39,6.6,11,1024,,,41,3.1,10,,,,,1,800,Clear,sky is clear,01d
1510084800,2017-11-07 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,9.2,3.86,6.8,11,1024,,,40,4.1,310,,,,,20,801,Clouds,few clouds,02d
1510088400,2017-11-07 21:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.56,3.27,6,11,1024,,,43,4.1,350,,,,,1,800,Clear,sky is clear,01d
1510092000,2017-11-07 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.04,1.86,5,8.3,1024,,,51,4.1,330,,,,,40,802,Clouds,scattered clouds,03d
1510095600,2017-11-07 23:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,5.77,1.33,3.96,7.2,1025,,,57,3.1,320,,,,,1,800,Clear,sky is clear,01n
1510099200,2017-11-08 00:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,5.43,0.6,3.8,7,1025,,,57,3.6,310,,,,,1,800,Clear,sky is clear,01n
1510102800,2017-11-08 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,4.62,0.89,2,6.1,1025,,,62,2.1,330,,,,,1,800,Clear,sky is clear,01n
1510106400,2017-11-08 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,2.43,-0.78,0,5,1026,,,85,1.79,360,,,,,1,800,Clear,sky is clear,01n
1510110000,2017-11-08 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,1.2,-2.24,-1.1,3.3,1026,,,88,1.96,4,,,,,1,800,Clear,sky is clear,01n
1510113600,2017-11-08 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,0.28,-3.21,-2.2,2.2,1026,,,95,2.06,354,,,,,1,800,Clear,sky is clear,01n
1510117200,2017-11-08 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-0.47,-3.97,-3,2.2,1026,,,88,1.73,335,,,,,1,800,Clear,sky is clear,01n
1510120800,2017-11-08 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-0.82,-4.16,-3.3,2,1026,,,95,1.63,324,,,,,1,800,Clear,sky is clear,01n
1510124400,2017-11-08 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.4,-4.77,-4,2,1026,,,96,1.59,320,,,,,1,800,Clear,sky is clear,01n
1510128000,2017-11-08 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.73,-5.19,-4,1,1026,,,96,1.66,315,,,,,1,800,Clear,sky is clear,01n
1510131600,2017-11-08 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.58,-6.59,-3.3,-0.1,1026,,,84,3.6,310,,,,,1,800,Clear,sky is clear,01n
1510135200,2017-11-08 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.17,-5.84,-3,-0.2,1026,,,81,3.1,330,,,,,1,800,Clear,sky is clear,01n
1510138800,2017-11-08 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.89,-5.89,-4.2,-0.6,1027,,,84,2.1,330,,,,,1,800,Clear,sky is clear,01n
1510142400,2017-11-08 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.75,-5.73,-4,-1,1027,,,84,2.1,330,,,,,1,800,Clear,sky is clear,01n
1510146000,2017-11-08 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.24,-5.93,-5,0,1027,,,95,1.88,336,,,,,1,800,Clear,sky is clear,01d
1510149600,2017-11-08 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,1.58,-1.6,0,2.2,1027,,,78,1.35,337,,,,,1,800,Clear,sky is clear,01d
1510153200,2017-11-08 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,4.81,0.66,3,6,1028,,,59,2.6,330,,,,,1,800,Clear,sky is clear,01d
1510156800,2017-11-08 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,6.05,1.64,5,7.2,1027,,,57,3.1,280,,,,,1,800,Clear,sky is clear,01d
1510160400,2017-11-08 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.34,3.97,6,8.3,1026,,,55,1.76,273,,,,,1,800,Clear,sky is clear,01d
1510164000,2017-11-08 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.94,4.23,7,9,1026,,,50,2.1,270,,,,,1,800,Clear,sky is clear,01d
1510167600,2017-11-08 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.66,4.3,7.5,10.6,1024,,,49,3.1,270,,,,,1,800,Clear,sky is clear,01d
1510171200,2017-11-08 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.77,4.08,7.9,10.6,1024,,,49,3.6,220,,,,,1,800,Clear,sky is clear,01d
1510174800,2017-11-08 21:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.78,4.84,7.6,10,1023,,,49,2.53,252,,,,,1,800,Clear,sky is clear,01d
1510178400,2017-11-08 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,6.98,2.62,5.29,8.3,1023,,,55,3.1,220,,,,,1,800,Clear,sky is clear,01d
1510182000,2017-11-08 23:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,4.19,1.1,2,6,1023,,,72,1.5,180,,,,,1,800,Clear,sky is clear,01n
1510185600,2017-11-09 00:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,3.67,-0.53,2.21,5,1024,,,75,3.09,190,,,,,1,800,Clear,sky is clear,01n
1510189200,2017-11-09 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,2.31,-1.95,1.57,3,1023,,,80,3.09,200,,,,,1,800,Clear,sky is clear,01n
1510192800,2017-11-09 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,1.74,-2.23,0.67,3,1023,,,80,2.57,220,,,,,1,800,Clear,sky is clear,01n
1510196400,2017-11-09 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,1.27,-2.99,-0.16,2.2,1023,,,86,3.09,220,,,,,1,800,Clear,sky is clear,01n
1510200000,2017-11-09 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,0.95,-2.99,-0.52,2.2,1023,,,86,2.57,230,,,,,1,800,Clear,sky is clear,01n
1510203600,2017-11-09 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-0.26,-3.62,-3,2,1022,,,92,1.69,259,,,,,1,800,Clear,sky is clear,01n
1510207200,2017-11-09 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-0.09,-4.17,-1.3,1.1,1022,,,86,2.57,190,,,,,1,800,Clear,sky is clear,01n
1510210800,2017-11-09 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-0.68,-4.17,-4,1.1,1022,,,93,1.82,252,,,,,1,800,Clear,sky is clear,01n
1510214400,2017-11-09 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-0.62,-4.63,-1.8,0,1021,,,93,2.57,190,,,,,1,800,Clear,sky is clear,01n
1510218000,2017-11-09 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-0.18,-4.27,-1.11,0,1021,,,86,2.57,220,,,,,1,800,Clear,sky is clear,01n
1510221600,2017-11-09 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,0.45,-3.56,-0.11,1.1,1020,,,86,2.57,200,,,,,1,800,Clear,sky is clear,01n
1510225200,2017-11-09 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,0.83,-3.85,0.2,1.1,1020,,,86,3.6,200,,,,,1,800,Clear,sky is clear,01n
1510228800,2017-11-09 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,1.3,-3.81,0.7,2,1019,,,80,4.12,230,,,,,1,800,Clear,sky is clear,01n
1510232400,2017-11-09 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,1.25,-3.37,0.82,2,1019,,,86,3.6,220,,,,,1,800,Clear,sky is clear,01d
1510236000,2017-11-09 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,2.43,-0.93,1,3.3,1018,,,88,2.1,180,,,,,90,804,Clouds,overcast clouds,04d
1510239600,2017-11-09 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,4.27,-0.2,3,6,1018,,,75,3.6,200,,,,,90,804,Clouds,overcast clouds,04d
1510243200,2017-11-09 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,6.12,-2.75,5,7.2,1017,,,64,9.8,240,,,,,90,804,Clouds,overcast clouds,04d
1510246800,2017-11-09 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.11,-2.14,6,8.12,1016,,,59,10.3,230,,,,,90,804,Clouds,overcast clouds,04d
1510250400,2017-11-09 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,7.73,0.25,6,9,1015,,,55,7.7,230,,,,,90,804,Clouds,overcast clouds,04d
1510254000,2017-11-09 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.86,-0.36,5.6,11,1015,,,53,10.3,220,,,,,75,803,Clouds,broken clouds,04d
1510257600,2017-11-09 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,8.39,1.07,6.61,9.2,1015,,,57,7.7,240,,,,,75,803,Clouds,broken clouds,04d
1510261200,2017-11-09 21:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,5.87,-2.32,2.9,8.1,1016,,,76,9.3,290,,,,,90,804,Clouds,overcast clouds,04d
1510264800,2017-11-09 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,4.36,-3.99,1.9,6,1017,,,66,8.8,260,,,,,90,804,Clouds,overcast clouds,04d
1510268400,2017-11-09 23:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,3.01,-6.17,0.3,4.5,1019,,,53,9.3,280,,,,,40,802,Clouds,scattered clouds,03n
1510272000,2017-11-10 00:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,1.66,-8.16,0,3,1021,,,46,9.8,280,,,,,20,801,Clouds,few clouds,02n
1510275600,2017-11-10 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,0.42,-6.09,-2,2,1022,,,51,5.1,280,,,,,40,802,Clouds,scattered clouds,03n
1510279200,2017-11-10 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.16,-9.07,-3,1.04,1023,,,80,7.7,310,,,,,75,600,Snow,light snow,13n
1510282800,2017-11-10 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-1.98,-8.98,-4,-0.55,1024,,,77,6.2,300,,,,,90,600,Snow,light snow,13n
1510286400,2017-11-10 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.47,-9.37,-4.5,-1,1025,,,65,5.7,310,,,,,90,804,Clouds,overcast clouds,04n
1510290000,2017-11-10 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.23,-10.98,-5.7,-2,1026,,,59,6.7,320,,,,,90,804,Clouds,overcast clouds,04n
1510293600,2017-11-10 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.03,-10.82,-6.5,-2,1028,,,52,5.1,310,,,,,20,801,Clouds,few clouds,02n
1510297200,2017-11-10 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.14,-11.63,-7.1,-3,1028,,,53,4.6,310,,,,,20,801,Clouds,few clouds,02n
1510300800,2017-11-10 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.95,-11.46,-8,-4,1029,,,51,3.1,310,,,,,1,800,Clear,sky is clear,01n
1510304400,2017-11-10 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-6.13,-11.59,-7.2,-5,1031,,,56,3.1,300,,,,,1,800,Clear,sky is clear,01n
1510308000,2017-11-10 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-7.35,-12.44,-9,-5.9,1031,,,63,2.6,270,,,,,1,800,Clear,sky is clear,01n
1510311600,2017-11-10 11:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-7.42,-13.2,-8.5,-6,1032,,,64,3.6,300,,,,,1,800,Clear,sky is clear,01n
1510315200,2017-11-10 12:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-7.6,-12.98,-8.5,-6.16,1034,,,69,3.1,300,,,,,1,800,Clear,sky is clear,01n
1510318800,2017-11-10 13:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-7.16,-12.51,-8.2,-5.88,1034,,,70,3.1,330,,,,,1,800,Clear,sky is clear,01d
1510322400,2017-11-10 14:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.57,-13.06,-7.1,-4,1035,,,64,6.2,360,,,,,20,801,Clouds,few clouds,02d
1510326000,2017-11-10 15:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.89,-11.33,-7,-3,1036,,,56,4.6,340,,,,,40,802,Clouds,scattered clouds,03d
1510329600,2017-11-10 16:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.47,-10.43,-4.5,-2.8,1036,,,39,5.1,350,,,,,1,800,Clear,sky is clear,01d
1510333200,2017-11-10 17:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.83,-9.79,-5,-1,1036,,,37,5.1,310,,,,,1,800,Clear,sky is clear,01d
1510336800,2017-11-10 18:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.57,-10.34,-4.6,-1,1036,,,34,6.2,330,,,,,1,800,Clear,sky is clear,01d
1510340400,2017-11-10 19:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.11,-8.06,-4.1,-1,1036,,,33,3.6,20,,,,,1,800,Clear,sky is clear,01d
1510344000,2017-11-10 20:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.08,-6.93,-4,-1,1036,,,36,2.1,0,,,,,1,800,Clear,sky is clear,01d
1510347600,2017-11-10 21:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-2.5,-8.4,-4,-1,1036,,,37,3.6,20,,,,,1,800,Clear,sky is clear,01d
1510351200,2017-11-10 22:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-3.46,-8.67,-5,-2,1036,,,39,2.6,50,,,,,1,800,Clear,sky is clear,01d
1510354800,2017-11-10 23:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.47,-9.29,-6.22,-3,1036,,,45,2.1,60,,,,,1,800,Clear,sky is clear,01n
1510358400,2017-11-11 00:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.86,-9.19,-7,-3,1037,,,51,1.5,50,,,,,1,800,Clear,sky is clear,01n
1510362000,2017-11-11 01:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.03,-10.07,-7.1,-2.5,1037,,,56,2.6,40,,,,,1,800,Clear,sky is clear,01n
1510365600,2017-11-11 02:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.67,-10.68,-7.4,-3.7,1036,,,61,2.6,40,,,,,1,800,Clear,sky is clear,01n
1510369200,2017-11-11 03:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.78,-10.41,-7.1,-3.5,1037,,,64,2.1,30,,,,,1,800,Clear,sky is clear,01n
1510372800,2017-11-11 04:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.76,-9.93,-7,-3.8,1036,,,67,1.5,40,,,,,1,800,Clear,sky is clear,01n
1510376400,2017-11-11 05:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.75,-10.34,-7,-3.85,1036,,,67,2.1,30,,,,,1,800,Clear,sky is clear,01n
1510380000,2017-11-11 06:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.37,-10.63,-7,-3,1036,,,67,3.1,30,,,,,1,800,Clear,sky is clear,01n
1510383600,2017-11-11 07:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.43,-10,-7,-2.8,1035,,,67,2.1,20,,,,,20,801,Clouds,few clouds,02n
1510387200,2017-11-11 08:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-5.35,-9.87,-7.7,-2,1034,,,70,2.1,30,,,,,90,804,Clouds,overcast clouds,04n
1510390800,2017-11-11 09:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.55,-8.64,-8,-1.3,1034,,,67,1.5,50,,,,,90,804,Clouds,overcast clouds,04n
1510394400,2017-11-11 10:00:00 +0000 UTC,-18000,Ann Arbor,42.280826,-83.743038,-4.31,-8.99,-7,-2,1034,,,67,2.37,96,,,,,90,804,Clouds,overcast clouds,04n
