,Unnamed: 0,Unnamed: 0.1,TripId,TripId_raw,VehId,Aggressiveness,Distance[km],Fuel Consumed[L],Fuel Rate[gpm],Weight,Displacement
50,50,50,854,1080,437,4266.328593127699,6.967583333333334,0.7213479365122079,0.1035291437507803,3000,1.5
51,51,51,855,557,458,3753.361363951393,13.226277777777778,1.3755239469811686,0.1039993239286312,3500,2.4
52,52,52,862,884,477,6395.4873875015855,0.4382777777777777,0.0376352580490536,0.0858707877909705,3000,1.5
53,53,53,863,1057,411,6059.265112603714,1.1248888888888888,0.1149626058842089,0.1021990767441604,3000,1.5
54,54,54,917,1195,350,5801.915173919027,4.238083333333334,0.4198967984570819,0.0990770509759715,3000,1.5
55,55,55,921,3163,125,4991.692872593751,1.528138888888889,0.14455861097094,0.0945978222411765,3500,2.4
56,56,56,924,1085,475,4785.758133824432,1.22175,0.1066718627653498,0.0873107123104971,3000,1.5
57,57,57,928,94,610,4258.56185503433,2.702555555555556,0.2096849647389497,0.0775876611705195,3000,1.5
58,58,58,929,1326,405,7740.94209785956,4.3838333333333335,0.4699380903563089,0.1071979828208894,3000,1.5
59,59,59,945,640,477,10579.090909090908,0.7333333333333334,0.1274278417579927,0.1737652387608991,3000,1.5
